title,lyrics
Eu Quero Você,"Já faz tempo que te espero
Mas você não vem
Tantos sonhos em meu peito
Mas você não vê

Chegará o momento
Chegará a hora
Que meu coração irá
Voando te dizer

Eu quero você, eu quero você
Eu quero você, eu quero você
Eu quero você

Tantas vezes te chamando
E você não responde
Eu queria ser a noite
Que você se esconde

Chegará o momento
Chegará a hora
Que meu coração irá
Voando te dizer

Eu quero você, eu quero você
Eu quero você, eu quero você
Eu quero, eu quero, eu quero
Eu quero você
Eu quero você, eu quero você
Eu quero, eu quero, eu quero
Eu quero você

Eu quero, eu quero, eu quero
Eu quero você"
Fiebre de Amor,"Tú has causado en mi existir
La más bella sensación
Sin la cual no se vivir

Fiebre de amor
Fiebre de amor

Yo lo doy todo
Por tener el calor de tu pasión
Que me hace enloquecer

Fiebre de amor
Fiebre de amor no
No quisiera ni pensar
Que algún día
Viviré sin la fuerza de tu amor
Me moriré

Fiebre de amor
Fiebre de amor

Mar, tu que mojas a su piel
Dime si te da el calor
Que ella produce en mi ser

Fiebre de amor
Fiebre de amor

Sol, que calientas tierra y mar
Te quisiera preguntar
Si es que su amor
Me causara

Fiebre de amor
Fiebre de amor
No, no quisiera ni pensar
Que algún día
Viviré sin la fuerza de su amor
Me moriré

Fiebre de amor
Fiebre de amor
Fiebre de amor fiebre
Fiebre, fiebre de amor
Fiebre, fiebre de amor
Fiebre de amor"
Frente A La Chimenea,"Frente a la chimenea
Nos vamos a enamorar
Oyendo villancicos
Mientras comienza a nevar

Luego en la Noche Buena
Abrazados tú y yo
Veremos las estrellas
Compartiendo una ilusión

La ternura que hay en ti
Me acaricia
Y al final podré vivir
La más bella Navidad

Frente a la chimenea
Contemplándonos los dos
Haremos la promesa
De nunca decir adios

La ternura que hay en ti
Me acariciará
Ya al final podré vivir
La más bella Navidad

Frente a la chimenea
Contemplándonos los dos
Haremos la promesa
De nunca decir adiós"
Fría Como El Viento,"Te recuerdo así, tu pelo en libertad
Hielo ardiente, diferente a las demás
Te recuerdo así, dejándote admirar
Intocable, inaccesible, irreal, irreal

Fría como el viento, peligrosa como el mar
Dulce como un beso, no te dejas amar, por eso
No sé si te tengo, no sé si vienes o te vas
Eres como un potro sin domar

Te recuerdo así, jugando a enamorar
Vanidosa, caprichosa, ideal
Te recuerdo así, amando sin amar
Impasible, imposible de alcanzar, de alcanzar

Fría como el viento, peligrosa como el mar
Dulce como un beso, no te dejas amar, por eso
No sé si te tengo, no sé si vienes o te vas
Eres como un potro sin domar

Fría como el viento, peligrosa como el mar
Dulce como un beso, no te dejas amar, por eso
No sé si te tengo, no sé si vienes o te vas
Eres como un potro sin domar

No sé si te tengo, no sé si vienes o te vas
Eres como un potro sin domar
Fría como el viento, peligrosa como el mar
Dulce como un beso, no te dejas amar, por eso"
Granada,"Granada, tierra soñada por mi
Mi cantar se vuelve gitano 
Cuando és para ti
Mi cantar, hecho de fantasia
Mi cantar, flor de melancolia
Que yo te vengo a dar

Granada, tierra ensangrentada en tardes de toros
Mujer que conserva el embrujo de los ojos moros
De sueño rebelde y gitana cubierta de flores
Y beso tu boca de grana jugosa manzana
Que me habla de amores

Granada, Manola cantada en coplas preciosas
No tengo otra cosa que darte que un ramo de rosas
De sueño rebelde y gitana cubierta de flores
Y beso tu boca de grana jugosa manzana
Que me habla de amores

Granada, Manola cantada en coplas preciosas
No tengo otra cosa que darte que un ramo de rosas
De rosas de suave fragancia
Que le dieran marco a la Virgen morena

Granada, tu tierra esta llena
De lindas mujeres, de sangre y de sol"
Háblame,"¿Dónde estás?
No sé lo que té pasa
Soledad
Yo solo y tanta casa

Pienso en ti
De pronto creo en ti
Soy tonto y sin ti
Me siento supermal

Háblame
Marca mi número y háblame
Que mi teléfono no espera
Que me pidas que te quiera

Por favor, solo háblame
Deja tus líos y háblame
Dime por fin que me buscas
Que me quieres de verdad

Pienso en ti
De pronto creo en ti
Soy tonto y sin ti
Me siento supermal

Por favor, solo háblame
Toma el teléfono y háblame
Dime por fin que has pensado
Que te vienes a mi lado

Por favor, solo háblame
Marca mi número y háblame
Dime por fin lo que espero
Que me quieres, que te quiero

Oh, oh oh oh oh oh, oh"
Hasta El Fin,"Hasta el Fin
 
Musica : Kiko Cibrian
 Letra: Kiko Cibrian
   
No se si tu
te acordaras de mi
Cuando estes cerca de quien
bese tus labios y yo
no quiera aceptar
La triste realidad
de estar tan solo....sin ti...
Tratando de olvidar tu cuerpo
tal vez sin lograrlo
voy amarte hasta el fin....
no se si tu
lloraste alguna vez
pensaste alguna vez
en regresar a mi
nuestra forma de amar
y no estar solo.... aqui...
tratando de olvidar tus besos
tal vez son lograrlo
voy amarte hasta el fin
de este mundo
hasta el fin del dolor
hasta que el mar se seque
y no brille el sol
donde quiera que voy  
quisiera gritar.... lo que siento
para decirte amor
que  voy amarte hasta el fin
hasta el fin de este mundo
hasta el fin del dolor
hasta que el mar se seque
y no brille mas el sol
donde quiera que voy
Quisiera gritar....lo que siento
para decirte amor
que voy amarte hasta el fin...."
Hasta Que Me Olvides,"Hasta que me olvides, voy a intentarlo
No habrá quién me seque tus labios por dentro y por fuera
No habrá quién desnude mi nombre una tarde cualquiera
Hasta que me olvides tanto que
No exista mañana ni después, no, no

Hasta que me olvides, voy a intentarlo
No habrá quién desnude mi boca como tu sonrisa
Y voy a rodar como lágrima entre la llovizna
Hasta que me olvides tanto que
No exista mañana ni después

Hasta que me olvides
Voy a amarte tanto, tanto
Como fuego entre tus brazos
Hasta que me olvides

Hasta que me olvides
Y me rompa en mil pedazos
Continuar mi gran teatro
Hasta que me olvides
Hasta que me olvides

Y voy a bordar tu sueño en la almohada
Llenar, poco a poco, el silencio con tu abecedario
Y cuando me calle por dentro, tenerte a mi lado
Hasta que me olvides tanto que
No exista mañana ni después

Hasta que me olvides
Voy a amarte tanto, tanto
Como fuego entre tus brazos
Hasta que me olvides

Hasta que me olvides
Y me rompa en mil pedazos
Continuar mi gran teatro
Hasta que me olvides
Hasta que me olvides

Uoh, oh, oh
Eh, eh

Voy a continuar copiando
Tu cuerpo sobre la pared
Y voy a colgar tu pecho
La noche y el amanecer

Hasta que me olvides
Voy a amarte tanto, tanto
Como fuego entre tus brazos
Hasta que me olvides, uoh

Hasta que me olvides
Y me rompa en mil pedazos
Continuar mi gran teatro
Hasta que me olvides
Hasta que me olvides"
Hasta Que Vuelvas,"Andaré tu risa que dejó tibio mi lecho
Buscaré tu llanto que perdieras en la noche
Guardaré tu cuerpo que llenó mis alegrias
Hasta que vuelvas, amor

Andaré el camino que corrias a mi lado
Buscaré el silencio que olvidaras en mis manos
Guardaré la espera que pintaron mis poemas
Hasta que vuelvas, amor...

Hasta que vuelvas detengo el tiempo
Que nadie pise tú recuerdo
Hasta que vuelvas junto a mis ojos
Hilando sueños te esperaré

Guardaré tu cuerpo
Que llenó mis alegrias
Hasta que vuelvas, amor...

Hasta que vuelvas detengo el tiempo
Que nadie pise tú recuerdo
Hasta que vuelvas junto a mis ojos
Hilando sueños te esperaré

Hasta que vuelvas detengo el tiempo
Que nadie pise tú recuerdo
Hasta que vuelvas junto a mis ojos
Hilando sueños te esperaré"
Hay un Algo,"Hay un algo  
Dentro de nosotros
Bello como el cielo
Grande como el mar
Y ese algo
Vive, vive muy callado
En los corazones
De la humanidad
Hasta que un día
Encontramos a ese alguien
Que soñábamos despiertos
Y comprendemos que ese algo
Es más infinito que la nada
Es más enorme que todo
Porque ese algo es...      (bis)

""¿Saben que ese algo?
Sí es más infinito que la nada
Sí es más enorme que todo
Ese algo no puede ser otra cosa que...""
El amor"
Historia de Un Amor,"Ya no estás más a mi lado, corazón
En el alma, solo tengo soledad
Y si ya no puedo verte
¿Por qué Dios me hizo quererte
Para hacerme sufrir más?

Siempre fuiste la razón de mi existir
Adorarte para mí fue religión
En tus besos, yo encontraba
El calor que me brindaba
El amor y la pasión

Es la historia de un amor
Como no hay otro igual
Que me hizo comprender
Todo el bien, todo el mal
Que le dio luz a mi vida
Apagándola después
Ay, qué vida tan obscura
Sin tu amor, no viviré

Siempre fuiste la razón de mi existir
Adorarte para mí fue religión
En tus besos, yo encontraba
El calor que me brindaba
El amor y la pasión

Es la historia de un amor
Como no hay otro igual
Que me hizo comprender
Todo el bien, todo el mal
Que le dio luz a mi vida
Apagándola después
Ay, qué vida tan obscura
Sin tu amor, no viviré

Siempre fuiste la razón de mi existir
Adorarte para mí fue religión
En tus besos, yo encontraba
El calor que me brindaba
El amor y la pasión"
Historias de Un Amor [instrumental],
Hoy El Aire Huele a Ti,"Apagué la luz, se encendió el amor
Nos amamos y más llovía
Te pregunté ¿es hoy, la primera vez?
Me dijiste que no, mentías

Hoy el aire huele a ti
A complicidad, a hierba fresca y besos
A pasión y a oscuridad

Hoy el aire huele a ti
Pero ya no estás
Para recordarlo junto a mí

Te dejé inventar, te volví a amar
Hasta que se asomó el día
Se encendió la luz, se apagó el amor
Pero llevo tu olor a niña

Hoy el aire huele a ti
A complicidad, a hierba fresca y besos
A pasión y a oscuridad

Hoy el aire huele a ti
Pero ya no estás
Para recordarlo junto a mí

Hoy el aire huele a ti
A complicidad, a hierba fresca y besos
A pasión y a oscuridad

Hoy el aire huele a ti
Pero ya no estás
Para recordarlo junto a mí


Hoy el aire huele a ti
A complicidad, a hierba fresca y besos
A pasión y a oscuridad

Hoy el aire huele a ti
Pero ya no estás
Para recordarlo junto a mí"
Il Bikini Blu,"Tutto solo sono qua
Sulla spiaggia al sole ma
Ma per me freddo c'è senza te
E la gente passa e va
Ride gioca scherza ma
No non c'è nulla che valga te

Sei tu, sei tu
Sicuro non mi sfuggirai
Ti aggancerò
E non ti mollerò

Di nuovo flash
Io vedo il tuo bikini blu
Mi guardi e flash
L'amore scoppia già

Non mi sembra vero ma
La mia testa in aria sta
Non so più dove va, cosa fa
Di colpo flash
Io vedo il tuo bikini blu
Di colpo flash
In scena entri tu
Sei tu, sei tu
Sicuro non mi sfuggirai mai
Ti aggancerò
E non ti mollerò

Di nuovo flash
Io vedo il tuo bikini blu
Mi guardi e flash
L'amore scoppia già
Sei tu, sei tu
Sicuro non mi sfuggirai
Ti aggancerò
E non ti mollerò"
Il Cielo,"Mi perdo nell' immensità
Mi gioco questa strana età
Con i miei dubbi e i miei perché
Con questo cielo su di me

Pieno di nuvole
Un mondo di angeli e di eroi
E ciò che siamo adesso noi
Un mondo per un sogno in più
Fino a confondersi nel blu
Sopra le nuvole

Il cielo
Ma come è grande e immenso il cielo
Per un ragazzo come me
Che non s'arrende mai

Il cielo
Ma com'è azzurro e immenso il cielo
Che sta passando su di noi
Fermarlo io vorrei

Il cielo
Un altro giorno se ne va
E il amore nascerà
E fra le stelle in mezzo al blu
Cerco se adesso ci sei tu
Dietro le nuvole

Il cielo
Ma come è grande e immenso
Per un ragazzo come me
Che non s'arrende mai

Il cielo
Ma com'è azzurro e immenso
Il cielo
Che sta passando su di noi

Fermarlo io vorrei
Il cielo
Per un ragazzo come me
Il cielo
Il cielo"
Il Re Di Cuori,"Tu lo sai
Cosa farei per te
Il cuore ti darei
Solo per te
Ay ay ay

Ma tu prometti a me
Che io saro per te
Il solo re
Per un ballo una corona
Poi un viaggio per la luna
E una spiaggia di diamanti

Ti darei
Io saro il re di cuori
E il mio trono e gia il tuo trono
Io ti giuro che sarai
Regina nel mio regno
Te lo giuro
Viva noi

Amore mio, noi, noi
Per una stella
Cosa non darei
Ay ay ay
Ma tu prometti a me
Che io saro per te
Il solo re

Noi berremo in una coppa
La tua bocca e la mia bocca
Voleremo nel mio cielo
Io saro il re de cuori
E il mio trono e gia il tuo trono
Io ti giuro che sarai
Regina nel mio regno

Amore mio
Viva noi
Amore mio, noi, noi
Per una stella
Cosa non darei
Ay ay ay

Ma tu prometti a me
Che io saro per te
Il solo re
Il solo re
Il solo re"
Inolvidable,"En la vida hay amores
Que nunca pueden olvidarse
Inborrables momentos
Que siempre guarda el corazón

Pero aquello que un día
Nos hizo temblar de alegría
Es mentira que hoy pueda olvidarse
Con un nuevo amor

He besado otras bocas
Buscando nuevas ansiedades
Y otros brazos extraños me estrechan
Llenos de emoción

Pero sólo consiguen hacerme
Recordar los tuyos
Que inolvidablemente vivirán en mí

Inolvidable
Inolvidable

Pero aquello que un día
Nos hizo temblar de alegría
Es mentira que hoy pueda olvidarse
Con un nuevo amor

He besado otras bocas
Buscando nuevas ansiedades
Y otros brazos extraños me estrechan
Llenos de emoción

Pero sólo consiguen hacerme
Recordar los tuyos
Que inolvidable mente vivirán en mi
Que inolvidable mente vivirán en mi"
Io Muoio Per Te,"é da tanto che ti filo tu non vedi  me
come un'ombra io ti spio
sempre dietro a te
ma verrá il momento
e verra pio l'ora
che il mio cuore arrivera volando
e ti dira:
io muoio per te
io muoio per te
io muoio per te
io muoio per te
io muoio per te
io muoio per te
io muoio per te
io muoio per te
io vorrei essere l'aria che respiri tu
la lattina della coca
che hai bevuto tu
ma verra il momento
e verra poi l'ora
che il mio cuore arrivera volando
e ti dira:
io muoio per te....."
Isabel,"Tienes el pelo empapado
Cuerpo de sirena
Sabes a chicle de menta
Canela y coral

Me gusta la manera
Que tienes de mirar
Me gusta tu melena
Flotando revuelta
Entre la arena y el mar

Tienes dos ojos rasgados
Y la piel tostada
Hueles a flor de lavanda
Con chispas de sal

Me gusta la manera
Que tienes de bailar
Me gusta tu melena
Flotando revuelta
Entre la arena y el mar

Isabel
Sueño de mis sueños
Quiéreme Isabel
Como yo te quiero
Quiéreme Isabel
Quiéreme Isabel, quiéreme

Isabel
Flor de limonero
Quiéreme Isabel
Como yo te quiero
Quiéreme Isabel
Quiéreme Isabel, quiéreme

Siempre me pongo nervioso
Cuando estoy contigo
Hay un ciclón en mi oído
No sé qué decir

Quisiera que supieras
Que loco estoy por ti
Me llevas de cabeza
Bendita sirena
Estoy sufriendo por ti

Isabel
Sueño de mis sueños
Quiéreme Isabel
Como yo te quiero
Quiéreme Isabel
Quiéreme Isabel, quiéreme

Isabel
Flor de limonero
Quiéreme Isabel
Como yo te quiero
Quiéreme Isabel
Quiéreme Isabel, quiéreme

Isabel
Sueño de mis sueños
Quiéreme Isabel
Como yo te quiero
Quiéreme Isabel
Quiéreme Isabel, quiéreme"
Juego de Amigos,"Ahora vengan
Vengan todos a oír este juego
No se trata de hacer un enredo
Solo queremos jugar

Vamos todos
Con las letras del abecedario
Con los números que usan a diario
Todos juntos podemos cantar

Juego, juego, juego de amigos
Y el que adivine su premio tendrá
Juego, juego, juego de amigos
Pónganse listos que va a comenzar

Juego, juego, juego de amigos
Y si tú aciertas un beso ganarás
Juego, juego, juego de amigos
Letras y números preparen ya

La primera es la letra
Con que formaremos
La palabra que todos queremos
Y que siempre la dicha nos da

La segunda es la letra con numero trece
Dieciséis, diecinueve aparece
La palabra más bella es amor
Juego, juego, juego de amigos
Y el que adivine su premio tendrá"
Júrame,"Júrame
Que aunque pase mucho tiempo
Nunca olvidaré el momento
En que yo te conocí

Mírame
Pues no hay nada más profundo
Ni más grande en este mundo
Que el cariño que te di

Bésame
Con un beso enamorado
Como nadie me ha besado
Desde el día en que nací

Quiéreme,
Quiéreme hasta la locura
Así sabrás la amargura
Que estoy sufriendo por ti

Todos dicen que es mentira que te quiero
Porque nunca me habían visto enamorado
Yo te juro que yo mismo no comprendo
El porque tu mirar me ha cautivado

Cuando estoy cerca de ti ya estoy contento
No quisiera que de nadie te acordaras
Tengo celos hasta del pensamiento
Que pueda recordarte a otra persona amada

Júrame
Que aunque pase mucho tiempo..."
